,precision,recall,f1-score,support
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,1.0
1795,0.0,0.0,0.0,8.0
1796,0.0,0.0,0.0,2.0
1797,0.0,0.0,0.0,1.0
1798,0.0,0.0,0.0,1.0
1799,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,2.0
1800,0.0,0.0,0.0,3.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,1.0
1806,0.0,0.0,0.0,5.0
1807,0.0,0.0,0.0,1.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,6.0
1811,0.0,0.0,0.0,1.0
1812,0.0,0.0,0.0,1.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,26.0
182,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,3.0
1822,0.0,0.0,0.0,2.0
1826,0.0,0.0,0.0,14.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,3.0
183,0.0,0.0,0.0,1.0
1830,0.0,0.0,0.0,2.0
1832,0.0,0.0,0.0,1.0
1833,0.0,0.0,0.0,10.0
1834,0.0,0.0,0.0,0.0
1836,0.008695652173913044,0.25,0.01680672268907563,4.0
1837,0.0,0.0,0.0,24.0
1838,0.0,0.0,0.0,0.0
1839,0.0,0.0,0.0,1.0
1840,0.0,0.0,0.0,4.0
1841,0.0,0.0,0.0,4.0
1842,0.0,0.0,0.0,1.0
1843,1.0,0.5,0.6666666666666666,2.0
1846,0.0,0.0,0.0,1.0
1848,0.0,0.0,0.0,0.0
1849,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0
1851,0.0,0.0,0.0,0.0
1852,0.0,0.0,0.0,0.0
1853,0.0,0.0,0.0,0.0
1854,0.0,0.0,0.0,26.0
1856,0.0,0.0,0.0,10.0
1857,0.0,0.0,0.0,12.0
186,0.0,0.0,0.0,0.0
1860,0.0,0.0,0.0,0.0
1863,0.8214285714285714,1.0,0.9019607843137255,23.0
1864,0.0,0.0,0.0,0.0
1867,0.0,0.0,0.0,0.0
1868,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,2.0
1870,0.0,0.0,0.0,0.0
